_id,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB
13434,ROSSMORE,Avenue,,COORPAROO
13435,ROSSMOYA,Street,,CARINDALE
13436,ROSSOLETE,Street,,EVERTON PARK
13437,ROSTREVOR,Road,,BOONDALL
13438,ROSTYN,Street,,ROBERTSON
13439,ROTHBURN,Street,,DOOLANDELLA
13440,ROTHBURY,Place,,THE GAP
13441,ROTHBURY,Street,,BALD HILLS
13442,ROTHERHAM,Street,,KANGAROO POINT
13443,ROTHESAY,Street,,ACACIA RIDGE
13444,ROTHESAY,Street,,KENMORE
13445,ROTHWELL,Street,,MOUNT GRAVATT EAST
13446,ROTORUA,Court,,ASPLEY
13447,ROUEN,Road,,BARDON
13448,ROUGHAM,Street,,WINDSOR
13449,ROURKE,Street,,EVERTON PARK
13450,ROUS,Street,,HENDRA
13451,ROVER,Street,,MOUNT GRAVATT
13452,ROWALLAN,Close,,WESTLAKE
13453,ROWAN,Street,,HEATHWOOD
13454,ROWAN,Street,,INALA
13455,ROWE,Close,,WISHART
13456,ROWE,Terrace,,DARRA
13457,ROWELL,Street,,ZILLMERE
13458,ROWENA,Street,,KENMORE
13459,ROWLAND,Avenue,,WAKERLEY
13460,ROWLAND,Street,,COORPAROO
13461,ROWLAND,Street,,NORMAN PARK
13462,ROWSLEY,Street,,COORPAROO
13463,ROWSLEY,Street,,GREENSLOPES
13464,ROWTON,Street,,HOLLAND PARK
13465,ROXBURGH,Street,,KENMORE
13466,ROXBY,Street,,GORDON PARK
13467,ROXWELL,Street,,ELLEN GROVE
13468,ROXWELL,Street,,FOREST LAKE
13469,ROY,Street,,ANNERLEY
13470,ROY,Street,,ASHGROVE
13471,ROY,Street,,AUCHENFLOWER
13472,ROY,Street,,MILTON
13473,ROYAL,Avenue,,NUNDAH
13474,ROYAL,Avenue,,SPRING HILL
13475,ROYAL,Court,,CARINDALE
13476,ROYAL,Crescent,,ROCHEDALE
13477,ROYAL,Esplanade,,MANLY
13478,ROYAL,Parade,,ALDERLEY
13479,ROYAL,Parade,,ASHGROVE
13480,ROYAL,Parade,,BANYO
13481,ROYAL,Parade,East,BANYO
13482,ROYAL,Row,,BARDON
13483,ROYAL,Street,,MILTON
13484,ROYAL,Street,,PADDINGTON
13485,ROYAL,Street,,VIRGINIA
13486,ROYAL,Terrace,,ALBION
13487,ROYAL,Terrace,,HAMILTON
13488,ROYDS,Street,,CARINA
13489,ROYENA,Court,,INDOOROOPILLY
13490,ROYSTON,Street,,BROOKFIELD
13491,RUBENS,Street,,MACKENZIE
13492,RUBICON,Crescent,,KURABY
13493,RUBY,Avenue,,TARRAGINDI
13494,RUBY,Close,,EIGHT MILE PLAINS
13495,RUBY,Road,,MITCHELTON
13496,RUBY,Street,,NEWMARKET
13497,RUCHI,Place,,WYNNUM WEST
13498,RUDD,Street,,INALA
13499,RUDD,Street,,OXLEY
13500,RUDKIN,Street,,WAKERLEY
13501,RUDYARD,Street,,ELLEN GROVE
13502,RUDYARD,Street,,FOREST LAKE
13503,RUDYARD,Street,,INALA
13504,RUDYARD,Street,,RICHLANDS
13505,RUFOUS,Circuit,,PALLARA
13506,RUFUS,Street,,RIVERHILLS
13507,RUGBY,Street,,COORPAROO
13508,RUGGLES,Court,,MCDOWALL
13509,RUISDAEL,Place,,MACKENZIE
13510,RULE,Street,,HENDRA
13511,RULING,Close,,SINNAMON PARK
13512,RUNDLE,Place,,CARINDALE
13513,RUNDLE,Street,,FOREST LAKE
13514,RUNIC,Street,,BARDON
13515,RUOCCO,Street,,BRACKEN RIDGE
13516,RUPARI,Street,,MANSFIELD
13517,RUPERT,Street,,WINDSOR
13518,RUPERT,Terrace,,ASCOT
13519,RUPICOLA,Place,,CHAPEL HILL
13520,RUSA,Court,,CHERMSIDE WEST
13521,RUSDEN,Street,,KELVIN GROVE
13522,RUSHTON,Street,,RUNCORN
13523,RUSHWORTH,Street,,BALD HILLS
13524,RUSK,Street,,ANNERLEY
13525,RUSKIN,Street,,TARINGA
13526,RUSSELL,Avenue,,NORMAN PARK
13527,RUSSELL,Close,,WYNNUM WEST
13528,RUSSELL,Street,,EIGHT MILE PLAINS
13529,RUSSELL,Street,,EVERTON PARK
13530,RUSSELL,Street,,SOUTH BRISBANE
13531,RUSSELL,Street,,WEST END
13532,RUSSELL,Terrace,,CHAPEL HILL
13533,RUSSELL,Terrace,,INDOOROOPILLY
13534,RUSSELLIA,Street,,MOUNT GRAVATT EAST
13535,RUSTIC,Street,,KENMORE HILLS
13536,RUTH MILLER,Close,,FIG TREE POCKET
13537,RUTH,Street,,CORINDA
13538,RUTH,Street,,HIGHGATE HILL
13539,RUTH,Street,,WILSTON
13540,RUTHERFORD,Street,,STAFFORD HEIGHTS
13541,RUTHERGLEN,Crescent,,CALAMVALE
13542,RUTHVEN,Street,,CORINDA
13543,RUTLAND,Street,,COORPAROO
13544,RUTLAND,Street,,PETRIE TERRACE
13545,RUTLEDGE,Street,,INDOOROOPILLY
13546,RYA,Close,,CALAMVALE
13547,RYAN,Avenue,,BALMORAL
13548,RYAN,Street,,WEST END
13549,RYANS,Road,,NORTHGATE
13550,RYANS,Road,,NUNDAH
13551,RYANS,Road,,ST LUCIA
13552,RYDER,Street,,WYNNUM
13553,RYECROFT,Place,,RICHLANDS
13554,RYEDALE,Street,,TINGALPA
13555,RYENA,Street,,STAFFORD
13556,RYHILL,Road,,SUNNYBANK
13557,RYHILL,Road,,SUNNYBANK HILLS
13558,RYLAND,Street,,KEPERRA
13559,RYLATT,Street,,INDOOROOPILLY
13560,RYLEY,Street,,MURARRIE
13561,RYMER,Street,,CARINA
13562,RYMERA,Crescent,,GUMDALE
13563,SABINA,Avenue,,SEVEN HILLS
13564,SABOT,Court,,MANLY WEST
13565,SABOT,Street,,JAMBOREE HEIGHTS
13566,SABU,Court,,MCDOWALL
13567,SACHS,Court,,KENMORE
13568,SACKETT,Street,,BRIGHTON
13569,SACKVILLE,Close,,FITZGIBBON
13570,SACKVILLE,Street,,COORPAROO
13571,SACKVILLE,Street,,GREENSLOPES
13572,SACKVILLE,Street,,MILTON
13573,SADLIER,Street,,KEDRON
13574,SAFARI,Street,,CHERMSIDE WEST
13575,SAFFRON,Place,,SEVENTEEN MILE ROCKS
13576,SAFFRON,Street,,ROBERTSON
13577,SAGE,Street,,CARINA
13578,SAGITTA,Street,,INALA
13579,SAGITTARIUS,Crescent,,EIGHT MILE PLAINS
13580,SAIGON,Place,,INALA
13581,SAINT-TROPEZ,Place,,FOREST LAKE
13582,SAKARBEN,Street,,EIGHT MILE PLAINS
13583,SALACIA,Street,,MANLY WEST
13584,SALANDRA,Street,,MANSFIELD
13585,SALARIA,Drive,,SEVEN HILLS
13586,SALE YARDS,Lane,,NEWMARKET
13587,SALFORD,Street,,SALISBURY
13588,SALIM,Court,,CARSELDINE
13589,SALINAS,Place,,BRACKEN RIDGE
13590,SALISBURY,Street,,COORPAROO
13591,SALISBURY,Street,,INDOOROOPILLY
13592,SALISBURY,Street,,ROCKLEA
13593,SALISBURY,Street,,WOOLLOONGABBA
13594,SALITO,Street,,CARSELDINE
13595,SALIX,Place,,SUNNYBANK
13596,SALKELD,Street,,TARRAGINDI
13597,SALLYANNE,Street,,DOOLANDELLA
13598,SALM,Court,,CARINDALE
13599,SALONICA,Road,,CARINA HEIGHTS
13600,SALSTONE,Street,,KANGAROO POINT
13601,SALT,Street,,WINDSOR
13602,SALTASH,Street,,VIRGINIA
13603,SALTBECK,Close,,BRIDGEMAN DOWNS
13604,SALTBURN,Place,,WAKERLEY
13605,SALUBRIS,Place,,MOGGILL
13606,SALWAY,Street,,STAFFORD HEIGHTS
13607,SAMANTHA,Street,,WYNNUM WEST
13608,SAMARA,Street,,SUNNYBANK
13609,SAMARAI,Street,,MOGGILL
13610,SAMARINDA,Street,,TINGALPA
13611,SAMBAR,Close,,CHERMSIDE WEST
13612,SAMFORD,Place,,FOREST LAKE
13613,SAMFORD,Road,,ALDERLEY
13614,SAMFORD,Road,,ENOGGERA
13615,SAMFORD,Road,,FERNY GROVE
13616,SAMFORD,Road,,GAYTHORNE
13617,SAMFORD,Road,,KEPERRA
13618,SAMFORD,Road,,MITCHELTON
13619,SAMMELLS,Drive,,CHERMSIDE
13620,SAMOA,Street,,TAIGUM
13621,SAMPSON,Street,,ANNERLEY
13622,SAMRILL,Street,,BOONDALL
13623,SAMSON,Crescent,,HEMMANT
13624,SAMSON,Place,,SINNAMON PARK
13625,SAMUEL,Court,,MANLY WEST
13626,SAMUEL,Place,,SINNAMON PARK
13627,SAMUEL,Street,,CALAMVALE
13628,SAMUEL,Street,,CAMP HILL
13629,SAMUEL,Street,,CARINA HEIGHTS
13630,SAMUEL,Street,,NEW FARM
13631,SAN MARCO,Court,,FOREST LAKE
13632,SAN MATEO,Boulevard,,EIGHT MILE PLAINS
13633,SANANANDA,Street,,DARRA
13634,SANANANDA,Street,,WACOL
13635,SANCTUARY,Close,,EIGHT MILE PLAINS
13636,SANCTUARY,Drive,,FOREST LAKE
13637,SANCTUARY,Drive,,HEATHWOOD
13638,SANCTUARY,Place,,FIG TREE POCKET
13639,SANCTUARY,Place,,UPPER KEDRON
13640,SANCTUARY,Street,,MANLY WEST
13641,SANCTUARY,Way,,MOGGILL
13642,SANDALWOOD,Close,,MACKENZIE
13643,SANDALWOOD,Street,,HEATHWOOD
13644,SANDALWOOD,Street,,SINNAMON PARK
13645,SANDEMAN,Street,,ACACIA RIDGE
13646,SANDERLING,Street,,INALA
13647,SANDERLING,Street,,TAIGUM
13648,SANDERS,Street,,UPPER MOUNT GRAVATT
13649,SANDFORD,Street,,ST LUCIA
13650,SANDGATE,Road,,ALBION
13651,SANDGATE,Road,,ASCOT
13652,SANDGATE,Road,,BOONDALL
13653,SANDGATE,Road,,CLAYFIELD
13654,SANDGATE,Road,,NORTHGATE
13655,SANDGATE,Road,,NUNDAH
13656,SANDGATE,Road,,VIRGINIA
13657,SANDGATE,Road,,WAVELL HEIGHTS
13658,SANDI,Street,,OXLEY
13659,SANDIA,Street,,EIGHT MILE PLAINS
13660,SANDIES,Place,,WYNNUM WEST
13661,SANDLEWOOD,Close,,MOGGILL
13662,SANDMERE,Road,,PINKENBA
13663,SANDON,Street,,GRACEVILLE
13664,SANDOWN,Street,,BRIGHTON
13665,SANDPEBBLE,Court,,ALGESTER
13666,SANDPIPER,Avenue,,PORT OF BRISBANE
13667,SANDPIPER,Place,,WISHART
13668,SANDPIPER,Street,,INALA
13669,SANDPIPER,Street,,NUDGEE
13670,SANDPIPER,Street,,UPPER KEDRON
13671,SANDRA,Street,,GEEBUNG
13672,SANDRALEE,Street,,BRIGHTON
13673,SANDREW,Street,,ROBERTSON
13674,SANDRINGHAM,Place,,FIG TREE POCKET
13675,SANDRINGHAM,Street,,CLAYFIELD
13676,SANDRINGHAM,Street,,MANSFIELD
13677,SANDS,Place,,CHAPEL HILL
13678,SANDSTONE,Place,,PARKINSON
13679,SANDWELL,Close,,WISHART
13680,SANDY CAMP,Road,,LYTTON
13681,SANDY CAMP,Road,,WYNNUM
13682,SANDY CAMP,Road,,WYNNUM WEST
13683,SANFLEX,Street,,DARRA
13684,SANGSTER,Street,,MACGREGOR
13685,SANICLE,Street,,BALD HILLS
13686,SANKEY,Street,,CARINA
13687,SANKEY,Street,,HIGHGATE HILL
13688,SANSON,Place,,MOUNT CROSBY
13689,SANTA CRUZ,Place,,FOREST LAKE
13690,SANTANDER,Court,,WISHART
13691,SANTLEY,Street,,MOUNT GRAVATT
13692,SANTOLINA,Place,,SINNAMON PARK
13693,SANTORINI,Place,,FOREST LAKE
13694,SAPPHIRE,Court,,KENMORE
13695,SAPPHIRE,Street,,HOLLAND PARK
13696,SAPSFORD,Street,,NORTHGATE
13697,SARABAH,Close,,CALAMVALE
13698,SARABAH,Lane,,FITZGIBBON
13699,SARABAH,Place,,FOREST LAKE
13700,SARAH,Court,,EVERTON PARK
13701,SARAH,Court,,SINNAMON PARK
13702,SARAH,Crescent,,FERNY GROVE
13703,SARAH,Street,,ANNERLEY
13704,SARAH,Street,,DEAGON
13705,SARAH,Street,,ZILLMERE
13706,SARANDON,Close,,MCDOWALL
13707,SARAZEN,Street,,UPPER MOUNT GRAVATT
13708,SARGENT,Street,,NEW FARM
13709,SARGENT,Street,,NUDGEE
13710,SARINA,Street,,STAFFORD HEIGHTS
13711,SARSFIELD,Place,,BRIDGEMAN DOWNS
13712,SASA,Place,,RUNCORN
13713,SASHA,Street,,ROBERTSON
13714,SASHA,Street,,WYNNUM WEST
13715,SASSAFRAS,Street,,THE GAP
13716,SATCH,Court,,EIGHT MILE PLAINS
13717,SATELLITE,Street,,COORPAROO
13718,SATIN WOOD,Place,,CHAPEL HILL
13719,SATINASH,Street,,ALGESTER
13720,SATINAY,Street,,KEPERRA
13721,SATINWOOD,Court,,BARDON
13722,SATINWOOD,Street,,ALGESTER
13723,SATINWOOD,Street,,ROCHEDALE
13724,SATURN,Crescent,,BRIDGEMAN DOWNS
13725,SATURN,Crescent,,MCDOWALL
13726,SAUERBERG,Close,,KURABY
13727,SAUL,Street,,BRIGHTON
13728,SAUL,Street,,BRISBANE CITY
13729,SAUNDERS,Close,,UPPER KEDRON
13730,SAUNDERS,Court,,EVERTON PARK
13731,SAUNDERS,Place,,WYNNUM
13732,SAUNDERS,Street,,INDOOROOPILLY
13733,SAUNDERS,Street,,TARINGA
13734,SAUTERNE,Street,,CARSELDINE
13735,SAUVIGNON,Street,,CARSELDINE
13736,SAVAGE,Street,,PINKENBA
13737,SAVAGES,Road,,BROOKFIELD
13738,SAVALAS,Street,,MCDOWALL
13739,SAVANNA,Place,,EIGHT MILE PLAINS
13740,SAVANNAH,Place,,FOREST LAKE
13741,SAVILL,Close,,FOREST LAKE
13742,SAVILLE,Street,,EIGHT MILE PLAINS
13743,SAVOY,Street,,BALD HILLS
13744,SAWMILL,Circuit,,RIVERHILLS
13745,SAWTELL,Lane,,AUCHENFLOWER
13746,SAWYER,Court,,CANNON HILL
13747,SAXBY,Close,,MIDDLE PARK
13748,SAXBY,Street,,ZILLMERE
13749,SAXON,Street,,ACACIA RIDGE
13750,SAXONVALE,Place,,THE GAP
13751,SAYERS,Street,,STAFFORD
13752,SCADDAN,Street,,ACACIA RIDGE
13753,SCALE,Street,,HEMMANT
13754,SCALEY,Close,,ALGESTER
13755,SCANDIA,Street,,KENMORE
13756,SCANLAN,Road,,MITCHELTON
13757,SCANLAN,Street,,EAST BRISBANE
13758,SCANLAN,Street,,FORTITUDE VALLEY
13759,SCANLEN,Crescent,,WYNNUM WEST
13760,SCARBA,Street,,MIDDLE PARK
13761,SCARLET OAK,Place,,CALAMVALE
13762,SCARLET,Place,,FOREST LAKE
13763,SCARLET,Place,,MACKENZIE
13764,SCENIC,Road,,KENMORE
13765,SCENIC,Street,,KURABY
13766,SCHERGER,Street,,MOOROOKA
13767,SCHNEIDER,Road,,EAGLE FARM
13768,SCHOLARD,Crescent,,BRIDGEMAN DOWNS
13769,SCHOLFIELD,Street,,HOLLAND PARK WEST
13770,SCHOOL,Lane,,MANLY
13771,SCHOOL,Road,,PINKENBA
13772,SCHOOL,Road,,ROCHEDALE
13773,SCHOOL,Road,,STAFFORD
13774,SCHOOL,Road,,THE GAP
13775,SCHOOL,Road,,WYNNUM WEST
13776,SCHOOL,Road,,YEERONGPILLY
13777,SCHOOL,Road,,YERONGA
13778,SCHOOL,Street,,FORTITUDE VALLEY
13779,SCHOOL,Street,,HENDRA
13780,SCHOOL,Street,,KELVIN GROVE
13781,SCHOOL,Street,,NORMAN PARK
13782,SCHOOL,Street,,SPRING HILL
13783,SCHOOL,Street,,WOOLLOONGABBA
13784,SCHOOLSIDE,Place,,BRACKEN RIDGE
13785,SCHOONER,Circuit,,MANLY WEST
13786,SCHOONER,Street,,JAMBOREE HEIGHTS
13787,SCHUMANN,Close,,TINGALPA
13788,SCORPIO,Place,,BRIDGEMAN DOWNS
13789,SCOTT,Road,,HERSTON
13790,SCOTT,Street,,CORINDA
13791,SCOTT,Street,,DEAGON
13792,SCOTT,Street,,HAWTHORNE
13793,SCOTT,Street,,KANGAROO POINT
13794,SCOTT,Street,,KEDRON
13795,SCOTT,Street,,KELVIN GROVE
13796,SCOTT,Street,,NORMAN PARK
13797,SCOTT,Street,,NORTHGATE
13798,SCOTT,Street,,RED HILL
13799,SCOTT,Street,,STAFFORD HEIGHTS
13800,SCOTT,Street,,WEST END
13801,SCOTTS,Road,,DARRA
13802,SCOUSE,Street,,ACACIA RIDGE
13803,SCOUT,Lane,,CHELMER
13804,SCRIBBLY GUM,Street,,SUNNYBANK HILLS
13805,SCRIBBLY,Close,,LOTA
13806,SCRIVEN,Street,,MOUNT CROSBY
13807,SCRIVEN,Street,,WILSTON
13808,SCRUB,Road,,CARINDALE
13809,SCRUBTREE,Street,,ANSTEAD
13810,SCRUBTREE,Street,,PINJARRA HILLS
13811,SEABREEZE,Road,,MANLY WEST
13812,SEABROOK,Circuit,,WESTLAKE
13813,SEABROOK,Crescent,,FOREST LAKE
13814,SEABROOK,Street,,KEDRON
13815,SEAFARERS,Street,,PORT OF BRISBANE
13816,SEAFERN,Street,,SUNNYBANK HILLS
13817,SEAFORD,Street,,WYNNUM
13818,SEAGAL,Court,,BRIDGEMAN DOWNS
13819,SEAL,Street,,PADDINGTON
13820,SEAN,Street,,BOONDALL
13821,SEARS,Street,,LUTWYCHE
13822,SEASOME,Avenue,,SANDGATE
13823,SEATON,Place,,PARKINSON
13824,SEATON,Street,,BALD HILLS
13825,SEAVIEW,Lane,,SHORNCLIFFE
13826,SEAVIEW,Street,,BRIGHTON
13827,SEBASTIAN,Street,,MANLY WEST
13828,SEBERG,Street,,MCDOWALL
13829,SEBRING,Street,,HOLLAND PARK WEST
13830,SECAM,Street,,MANSFIELD
13831,SECOMBE,Street,,PETRIE TERRACE
13832,SECOND,Avenue,,SANDGATE
13833,SECTOR,Street,,COORPAROO
13834,SEDGEBROOK,Street,,SPRING HILL
13835,SEDGEMOOR,Street,,CARSELDINE
13836,SEDGEMOOR,Street,,STAFFORD HEIGHTS
13837,SEDGLEY,Street,,ALDERLEY
13838,SEEANA,Court,,UPPER KEDRON
13839,SEEANA,Crescent,,BRIDGEMAN DOWNS
13840,SEEANA,Place,,HEATHWOOD
13841,SEEANA,Street,,SUNNYBANK HILLS
13842,SEENEY,Street,,ZILLMERE
13843,SEFTON,Avenue,,CLAYFIELD
13844,SEFTON,Road,,ASCOT
13845,SEFTON,Road,,CLAYFIELD
13846,SEFTON,Road,,HENDRA
13847,SEIDLER,Street,,YERONGA
13848,SEINFELD,Close,,MCDOWALL
13849,SELANGOR,Place,,CARINA
13850,SELBORNE,Street,,MOUNT GRAVATT
13851,SELBORNE,Street,,MOUNT GRAVATT EAST
13852,SELBY,Street,,BARDON
13853,SELCROFT,Street,,MANLY WEST
13854,SELHURST,Street,,COOPERS PLAINS
13855,SELINA,Street,,WYNNUM
13856,SELKIRK,Close,,OXLEY
13857,SELKIRK,Crescent,,FERNY GROVE
13858,SELKIRK,Crescent,,UPPER KEDRON
13859,SELKIRK,Street,,TINGALPA
13860,SELLARS,Street,,ACACIA RIDGE
13861,SELLARS,Street,,KARANA DOWNS
13862,SELLECK,Close,,MCDOWALL
13863,SELLERS,Place,,MCDOWALL
13864,SELLHEIM,Street,,GRANGE
13865,SELMA,Street,,OXLEY
13866,SELMUR,Lane,,VIRGINIA
13867,SELSEY,Street,,RUNCORN
13868,SELVAGE,Street,,SUNNYBANK
13869,SELWYN,Close,,FOREST LAKE
13870,SELWYN,Street,,SUNNYBANK
13871,SEMILLON,Street,,EIGHT MILE PLAINS
13872,SEMPER,Place,,CALAMVALE
13873,SENDEN,Crescent,,MANLY WEST
13874,SENG,Street,,GRACEVILLE
13875,SENGA,Street,,MANLY WEST
13876,SENTRY,Place,,RUNCORN
13877,SERENDIPITA,Street,,BRIDGEMAN DOWNS
13878,SERENE,Court,,BRIDGEMAN DOWNS
13879,SERENE,Place,,FIG TREE POCKET
13880,SERENITY,Court,,MITCHELTON
13881,SERICEA,Street,,SUNNYBANK HILLS
13882,SERISSA,Street,,BELLBOWRIE
13883,SERLE,Street,,MIDDLE PARK
13884,SERPENTINE,Close,,FITZGIBBON
13885,SERPENTINE,Road,,PINKENBA
13886,SERRATA,Circuit,,FOREST LAKE
13887,SERVICETON,Avenue,,INALA
13888,SERVIUS,Avenue,,SEVEN HILLS
13889,SESTER,Place,,RUNCORN
13890,SETON,Close,,KENMORE HILLS
13891,SETON,Street,,MACGREGOR
13892,SETTLEMENT,Road,,KEPERRA
13893,SETTLEMENT,Road,,THE GAP
13894,SETTLER,Street,,EIGHT MILE PLAINS
13895,SETTLERS,Circuit,,FOREST LAKE
13896,SETTLERS,Street,,CARINDALE
13897,SEURAT,Street,,FOREST LAKE
13898,SEVEN OAKS,Street,,TARINGA
13899,SEVENHILL,Place,,DOOLANDELLA
13900,SEVENTEEN MILE ROCKS,Road,,DARRA
13901,SEVENTEEN MILE ROCKS,Road,,OXLEY
13902,SEVENTEEN MILE ROCKS,Road,,SEVENTEEN MILE ROCKS
13903,SEVENTEEN MILE ROCKS,Road,,SINNAMON PARK
13904,SEVENTEENTH,Avenue,,BRIGHTON
13905,SEVENTH,Avenue,,COORPAROO
13906,SEVENTH,Avenue,,KEDRON
13907,SEVENTH,Avenue,,SANDGATE
13908,SEVENTH,Avenue,,ST LUCIA
13909,SEVENTH,Avenue,,WINDSOR
13910,SEVERNLEA,Street,,MURARRIE
13911,SEVILLE,Road,,HOLLAND PARK
13912,SEWARD,Court,,EIGHT MILE PLAINS
13913,SEXTON,Place,,BELLBOWRIE
13914,SEXTON,Street,,HIGHGATE HILL
13915,SEXTON,Street,,PETRIE TERRACE
13916,SEXTON,Street,,TARRAGINDI
13917,SEYCHELLES,Lane,,FOREST LAKE
13918,SEYMOUR,Road,,ASCOT
13919,SEYMOUR,Road,,HAMILTON
13920,SEYMOUR,Street,,SANDGATE
13921,SHACKLETON,Street,,KEDRON
13922,SHADOWOOD,Street,,KENMORE HILLS
13923,SHAFSTON,Avenue,,KANGAROO POINT
13924,SHAFTESBURY,Street,,TARRAGINDI
13925,SHAKESPEARE,Street,,BULIMBA
13926,SHAKESPEARE,Street,,COORPAROO
13927,SHALDON,Street,,THE GAP
13928,SHALIMAR,Place,,BRACKEN RIDGE
13929,SHALLMAR,Street,,THE GAP
13930,SHAMROCK,Road,,DARRA
13931,SHAMROCK,Street,,GORDON PARK
13932,SHANBALLY,Street,,EVERTON PARK
13933,SHAND,Street,,ALDERLEY
13934,SHAND,Street,,STAFFORD
13935,SHANE,Street,,BRACKEN RIDGE
13936,SHANGANI,Close,,EIGHT MILE PLAINS
13937,SHANNAN,Place,,KENMORE HILLS
13938,SHANNON,Place,,VIRGINIA
13939,SHANNON,Street,,PETRIE TERRACE
13940,SHAPCOTT,Place,,RUNCORN
13941,SHARIF,Street,,MCDOWALL
13942,SHARON,Street,,MOOROOKA
13943,SHARP,Street,,FAIRFIELD
13944,SHARPIE,Street,,MANLY WEST
13945,SHASTA,Close,,WESTLAKE
13946,SHAUN,Place,,KEPERRA
13947,SHAW,Close,,BRIGHTON
13948,SHAW,Place,,HEMMANT
13949,SHAW,Place,,WYNNUM WEST
13950,SHAW,Road,,KALINGA
13951,SHAW,Road,,NUNDAH
13952,SHAW,Road,,WAVELL HEIGHTS
13953,SHAW,Street,,AUCHENFLOWER
13954,SHAW,Street,,BARDON
13955,SHEAD,Court,,CARINDALE
13956,SHEAFFE,Street,,BRACKEN RIDGE
13957,SHEARWIN,Street,,SUNNYBANK
13958,SHEEHAN,Street,,MILTON
13959,SHEEHY,Street,,RUNCORN
13960,SHEEHY,Street,,STAFFORD
13961,SHEENA,Street,,GEEBUNG
13962,SHEEP CAMP,Road,,MOUNT CROSBY
13963,SHEEPSTATION GULLY,Close,,MOUNT CROSBY
13964,SHEFFIELD,Place,,KURABY
13965,SHEFFIELD,Street,,OXLEY
13966,SHELDON,Street,,CALAMVALE
13967,SHELDON,Street,,NUDGEE
13968,SHELDRAKE,Place,,MOGGILL
13969,SHELDUCK,Place,,CALAMVALE
13970,SHELDUCK,Street,,INALA
13971,SHELFORD,Street,,ENOGGERA
13972,SHELGATE,Street,,CHERMSIDE WEST
13973,SHELLEY,Road,,KHOLO
13974,SHELLEY,Street,,CANNON HILL
13975,SHELLEY,Street,,SUNNYBANK
13976,SHEOAK,Court,,SUNNYBANK HILLS
13977,SHEOAK,Street,,MIDDLE PARK
13978,SHEPHERD,Street,,BRIGHTON
13979,SHEPHERD,Street,,WYNNUM
13980,SHEPPARDS,Road,,LAKE MANCHESTER
13981,SHEPSTONE,Street,,HOLLAND PARK WEST
13982,SHEPSTONE,Street,,TARRAGINDI
13983,SHEPTON,Street,,CARSELDINE
13984,SHERATON,Street,,MACGREGOR
13985,SHERBERT,Street,,SUNNYBANK
13986,SHERBORNE,Place,,CHAPEL HILL
13987,SHERBORNE,Street,,CARINDALE
13988,SHERBROOKE,Road,,WILLAWONG
13989,SHERIDAN,Close,,MOGGILL
13990,SHERIDAN,Street,,SALISBURY
13991,SHERIFF,Street,,PETRIE TERRACE
13992,SHERIFF,Street,,WAKERLEY
13993,SHERINGA,Street,,ELLEN GROVE
13994,SHERINGHAM,Place,,TINGALPA
13995,SHERLEY,Street,,MOOROOKA
13996,SHERMAN,Street,,THE GAP
13997,SHERRINGHAM,Close,,FOREST LAKE
13998,SHERRINGTON,Street,,ROBERTSON
13999,SHERRINGTON,Street,,SUNNYBANK
14000,SHERRY,Street,,CARSELDINE
14001,SHERWOOD,Place,,FOREST LAKE
14002,SHERWOOD,Place,,WISHART
14003,SHERWOOD,Road,,ROCKLEA
14004,SHERWOOD,Road,,SHERWOOD
14005,SHERWOOD,Road,,TOOWONG
14006,SHERYL,Street,,MANLY WEST
14007,SHETLAND,Street,,MORNINGSIDE
14008,SHETTLESTON,Street,,ROCKLEA
14009,SHIELD,Court,,MOUNT CROSBY
14010,SHIELD,Court,,WAKERLEY
14011,SHILLINGTON,Place,,WISHART
14012,SHIRAZ,Place,,CARSELDINE
14013,SHIRDON,Street,,MITCHELTON
14014,SHIRE,Road,,MOUNT GRAVATT
14015,SHIRE,Street,,COORPAROO
14016,SHIRLAND,Street,,MACGREGOR
14017,SHIRLEY,Close,,KURABY
14018,SHIRLEY,Street,,CLAYFIELD
14019,SHIRLEY,Street,,ENOGGERA
14020,SHIRLEY,Street,,INDOOROOPILLY
14021,SHOEBURY,Street,,ROCKLEA
14022,SHORDLEY,Street,,CHERMSIDE WEST
14023,SHORE,Crescent,,BULIMBA
14024,SHORNCLIFFE,Parade,,SHORNCLIFFE
14025,SHORT,Street,,ROCKLEA
14026,SHOTTERY,Street,,YERONGA
14027,SHRAPNEL,Road,,CANNON HILL
14028,SHRIKE,Lane,,CARSELDINE
14029,SHUTE,Street,,UPPER MOUNT GRAVATT
14030,SHUTTLE,Place,,BRIDGEMAN DOWNS
14031,SHUTTLEWORTH,Street,,KURABY
14032,SHYLOCK,Crescent,,SUNNYBANK HILLS
14033,SIBLEY,Road,,WYNNUM
14034,SIBLEY,Road,,WYNNUM WEST
14035,SICKLEFIELD,Road,,ALDERLEY
14036,SICKLEFIELD,Road,,ENOGGERA
14037,SIDE,Street,,HIGHGATE HILL
14038,SIDNELL,Street,,GEEBUNG
14039,SIDNEY,Street,,ALDERLEY
14040,SIDNEY,Street,,NUNDAH
14041,SIDON,Street,,SOUTH BRISBANE
14042,SIEBEN,Street,,WISHART
14043,SIEMON,Street,,AUCHENFLOWER
14044,SIEMON,Street,,TOOWONG
14045,SIENA,Close,,BOONDALL
14046,SIENNA,Street,,ELLEN GROVE
14047,SIERRA,Close,,BELMONT
