_id,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB
647,ARILA,Street,,UPPER MOUNT GRAVATT
648,ARILA,Street,,WISHART
649,ARINGA,Crescent,,KARANA DOWNS
650,ARINYA,Road,,ASHGROVE
651,ARISE,Boulevard,,ROCHEDALE
652,ARKANA,Street,,THE GAP
653,ARKIN,Street,,THE GAP
654,ARKINDALE,Street,,NATHAN
655,ARKOSE,Street,,EIGHT MILE PLAINS
656,ARKWRIGHT,Street,,TARRAGINDI
657,ARLENE,Street,,SUNNYBANK
658,ARLINGTON,Street,,COORPAROO
659,ARLINGTON,Street,,HEATHWOOD
660,ARMADA,Place,,BANYO
661,ARMADALE,Street,,ST LUCIA
662,ARMAGH,Street,,CLAYFIELD
663,ARMENTIERES,Street,,KEDRON
664,ARMFIELD,Street,,EVERTON PARK
665,ARMFIELD,Street,,STAFFORD
666,ARMISFIELD,Street,,DOOLANDELLA
667,ARMSTRONG,Close,,ASPLEY
668,ARMSTRONG,Road,,CANNON HILL
669,ARMSTRONG,Terrace,,PADDINGTON
670,ARMUNA,Street,,COORPAROO
671,ARMY,Street,,WEST END
672,ARMYTAGE,Street,,LOTA
673,ARNCLIFFE,Close,,CARINDALE
674,ARNE,Street,,WOOLLOONGABBA
675,ARNELL,Street,,KEPERRA
676,ARNICA,Crescent,,BALD HILLS
677,ARNOLD,Road,,NORTHGATE
678,ARNOLD,Street,,HOLLAND PARK
679,ARNOLD,Street,,HOLLAND PARK WEST
680,ARNOLD,Street,,MANLY
681,ARNOTT,Street,,KEDRON
682,ARNWOOD,Place,,ANNERLEY
683,ARONIA,Street,,KENMORE
684,AROO,Street,,BRACKEN RIDGE
685,AROONA,Street,,DURACK
686,AROSA,Street,,JAMBOREE HEIGHTS
687,ARPEGE,Crescent,,EIGHT MILE PLAINS
688,ARRABRI,Avenue,,JINDALEE
689,ARRABRI,Avenue,,MOUNT OMMANEY
690,ARRAN,Avenue,,HAMILTON
691,ARRAN,Place,,BELMONT
692,ARRAS,Street,,YERONGA
693,ARRAVANDA,Crescent,,PALLARA
694,ARRIS,Close,,UPPER KEDRON
695,ARROL,Street,,CAMP HILL
696,ARROSA,Street,,CALAMVALE
697,ARROW,Street,,WOOLLOONGABBA
698,ARROWFIELD,Court,,CARSELDINE
699,ARROWSMITH,Street,,CAMP HILL
700,ARRUNGA,Street,,COOPERS PLAINS
701,ARTEMIS,Avenue,,SEVEN HILLS
702,ARTHUR,Street,,FORTITUDE VALLEY
703,ARTHUR,Street,,TENERIFFE
704,ARTHUR,Terrace,,BARDON
705,ARTHUR,Terrace,,MOGGILL
706,ARTHUR,Terrace,,RED HILL
707,ARUMA,Street,,HOLLAND PARK WEST
708,ARUNDAL,Street,,BRIGHTON
709,ARUNTA,Street,,TARRAGINDI
710,ARURA,Street,,MANSFIELD
711,ARVAGH,Place,,FERNY GROVE
712,ARVIN,Close,,CALAMVALE
713,ARVON,Street,,COORPAROO
714,ARWIN,Terrace,,WINDSOR
715,ASCENT,Street,,ROCHEDALE
716,ASCENT,Street,,UPPER KEDRON
717,ASCHAM,Street,,CAMP HILL
718,ASCIANO,Place,,BRIDGEMAN DOWNS
719,ASCOG,Terrace,,TOOWONG
720,ASCORT,Street,,MURARRIE
721,ASCOT,Avenue,,FOREST LAKE
722,ASCOT,Place,,BRACKEN RIDGE
723,ASCOT,Street,,ASCOT
724,ASH,Court,,CARINDALE
725,ASH,Court,,MOUNT GRAVATT EAST
726,ASH,Street,,INALA
727,ASHBOLT,Street,,WOOLOOWIN
728,ASHBOURNE,Close,,CARINDALE
729,ASHBOURNE,Street,,ASHGROVE
730,ASHBURTON,Place,,WAKERLEY
731,ASHBURTON,Street,,CHAPEL HILL
732,ASHBY,Court,,FOREST LAKE
733,ASHBY,Lane,,FAIRFIELD
734,ASHBY,Street,,FAIRFIELD
735,ASHCROFT,Close,,WAKERLEY
736,ASHDALE,Court,,TINGALPA
737,ASHDON,Close,,BRIDGEMAN DOWNS
738,ASHDOWN,Street,,SUNNYBANK HILLS
739,ASHENDON,Close,,HEATHWOOD
740,ASHER,Place,,MOGGILL
741,ASHFIELD,Street,,EAST BRISBANE
742,ASHFORD,Place,,PARKINSON
743,ASHFORD,Street,,SHORNCLIFFE
744,ASHGROVE,Avenue,,ASHGROVE
745,ASHGROVE,Avenue,,NEWMARKET
746,ASHGROVE,Crescent,,ASHGROVE
747,ASHINGTON,Street,,WEST END
748,ASHLAR,Court,,WYNNUM WEST
749,ASHLEA,Place,,BRACKEN RIDGE
750,ASHLEY,Road,,CHERMSIDE WEST
751,ASHMOLE,Street,,CAMP HILL
752,ASHMORE,Street,,EVERTON PARK
753,ASHOVER,Road,,ROCKLEA
754,ASHRIDGE,Road,,DARRA
755,ASHTAN,Place,,BANYO
756,ASHTON,Street,,CAMP HILL
757,ASHTON,Street,,WYNNUM
758,ASHTON,Way,,FOREST LAKE
759,ASHWOOD,Court,,SUNNYBANK HILLS
760,ASHWORTH,Street,,CHERMSIDE WEST
761,ASKEW,Street,,TARRAGINDI
762,ASPECT,Street,,BELMONT
763,ASPEN,Crescent,,PARKINSON
764,ASPEN,Street,,CARINDALE
765,ASPEN,Street,,HEATHWOOD
766,ASPEN,Street,,INALA
767,ASPINALL,Street,,NUNDAH
768,ASPIRE,Street,,ROCHEDALE
769,ASPLEY,Court,,ASPLEY
770,ASPLEYBANK,Street,,ASPLEY
771,ASQUITH,Street,,MORNINGSIDE
772,ASSEMBLY,Street,,SALISBURY
773,ASSYNT,Street,,MIDDLE PARK
774,ASTAIRE,Place,,MCDOWALL
775,ASTER,Place,,CALAMVALE
776,ASTER,Street,,CANNON HILL
777,ASTEROID,Place,,BRIDGEMAN DOWNS
778,ASTI,Place,,CARSELDINE
779,ASTLEY,Street,,WYNNUM WEST
780,ASTOLAT,Street,,YERONGA
781,ASTON,Close,,BRIGHTON
782,ASTON,Street,,TOOWONG
783,ASTONBROOK,Close,,CARINDALE
784,ASTOR,Terrace,,SPRING HILL
785,ATHABASCA,Close,,WAVELL HEIGHTS
786,ATHALIE,Street,,RUNCORN
787,ATHENA,Close,,MOGGILL
788,ATHENS,Street,,HIGHGATE HILL
789,ATHERTON,Circuit,,FOREST LAKE
790,ATHERTON,Court,,RUNCORN
791,ATHERTON,Street,,WOOLLOONGABBA
792,ATHLONE,Street,,SOUTH BRISBANE
793,ATHLONE,Street,,TINGALPA
794,ATHLONE,Street,,WOOLLOONGABBA
795,ATHOL,Street,,YERONGA
796,ATHOS,Street,,RIVERHILLS
797,ATKINS,Street,,RED HILL
798,ATKINSON,Close,,COOPERS PLAINS
799,ATKINSON,Drive,,KARANA DOWNS
800,ATKINSON,Street,,HAMILTON
801,ATLANTA,Street,,MANLY WEST
802,ATLANTIC,Place,,PALLARA
803,ATLAS,Place,,CHAPEL HILL
804,ATRINA,Street,,MANSFIELD
805,ATTEWELL,Street,,NUNDAH
806,ATTEY,Street,,MANLY WEST
807,ATTHOW,Avenue,,ASHGROVE
808,ATTHOW,Parade,,NUNDAH
809,ATTLEY,Street,,BALD HILLS
810,ATTUNGA,Street,,BALD HILLS
811,ATURA,Street,,OXLEY
812,AUBIGNY,Street,,ANNERLEY
813,AUBREY,Street,,CAMP HILL
814,AUBURN,Place,,FOREST LAKE
815,AUBURN,Street,,PETRIE TERRACE
816,AUBURN,Terrace,,INDOOROOPILLY
817,AUCHENFLOWER,Terrace,,AUCHENFLOWER
818,AUCKLAND,Street,,WISHART
819,AUDELL,Street,,MANLY WEST
820,AUDENSHAW,Street,,HIGHGATE HILL
821,AUDREY,Street,,CAMP HILL
822,AUDREY,Street,,ENOGGERA
823,AUGSTEIN,Street,,COOPERS PLAINS
824,AUGUSTA,Crescent,,FOREST LAKE
825,AUGUSTA,Crescent,,MOUNT OMMANEY
826,AUGUSTA,Street,,ASPLEY
827,AUGUSTUS,Street,,CORINDA
828,AUGUSTUS,Street,,SHERWOOD
829,AUGUSTUS,Street,,TOOWONG
830,AULD,Court,,MOUNT CROSBY
831,AURIGA,Close,,WYNNUM
832,AURORA,Crescent,,KENMORE
833,AUSTIN,Street,,EIGHT MILE PLAINS
834,AUSTIN,Street,,NEWSTEAD
835,AUSTIN,Street,,WAVELL HEIGHTS
836,AUSTRAL,Avenue,,GRACEVILLE
837,AUSTRAL,Street,,ST LUCIA
838,AUTRY,Court,,STAFFORD HEIGHTS
839,AUTUMN,Close,,CALAMVALE
840,AUTUMN,Close,,CARINA
841,AUTUMN,Street,,TARRAGINDI
842,AUVERN,Street,,LOTA
843,AVADNE,Road,,LOTA
844,AVALON,Place,,UPPER KEDRON
845,AVALON,Street,,OXLEY
846,AVARA,Street,,BOONDALL
847,AVEBURY,Street,,WEST END
848,AVELING,Street,,WAVELL HEIGHTS
849,AVENELL,Street,,WISHART
850,AVENTINE,Street,,SEVEN HILLS
851,AVESNES,Street,,HOLLAND PARK
852,AVIANCE,Close,,EIGHT MILE PLAINS
853,AVIDA,Street,,ALDERLEY
854,AVINGTON,Street,,DOOLANDELLA
855,AVINGTON,Street,,KEPERRA
856,AVINIA,Place,,WESTLAKE
857,AVIS,Place,,PULLENVALE
858,AVISON,Street,,MOOROOKA
859,AVOCA,Court,,MURARRIE
860,AVOCA,Street,,YERONGA
861,AVOCADO,Street,,MACGREGOR
862,AVOCET,Street,,DURACK
863,AVOCET,Street,,INALA
864,AVOCET,Street,,NUDGEE
865,AVON,Street,,MORNINGSIDE
866,AVON,Street,,PETRIE TERRACE
867,AVONDALE,Avenue,,ANNERLEY
868,AVONDALE,Crescent,,PARKINSON
869,AVONDALE,Road,,SINNAMON PARK
870,AVONLEA,Place,,EIGHT MILE PLAINS
871,AVONMORE,Street,,MOGGILL
872,AVRO,Street,,ASHGROVE
873,AWABA,Street,,WAVELL HEIGHTS
874,AWARD,Close,,ROCHEDALE
875,AWONGA,Court,,KARANA DOWNS
876,AWOONGA,Street,,WYNNUM
877,AXEL,Place,,SINNAMON PARK
878,AXFORD,Street,,NORTHGATE
879,AXHOLME,Street,,BRIGHTON
880,AXIS,Place,,LARAPINTA
881,AYDON,Court,,KEPERRA
882,AYESHA,Place,,CALAMVALE
883,AYLESBURY,Court,,CARINDALE
884,AYLESBURY,Street,,FIG TREE POCKET
885,AYLESFORD,Street,,ANNERLEY
886,AYLTON,Street,,COOPERS PLAINS
887,AYR,Close,,WESTLAKE
888,AYR,Road,,BOONDALL
889,AYR,Street,,ANNERLEY
890,AYR,Street,,MORNINGSIDE
891,AYR,Street,,PETRIE TERRACE
892,AYSIDE,Close,,SINNAMON PARK
893,AZAHAR,Street,,CARSELDINE
894,AZALEA,Crescent,,CALAMVALE
895,AZALEA,Crescent,,FITZGIBBON
896,AZALEA,Street,,INALA
897,AZANIAN,Street,,UPPER MOUNT GRAVATT
898,AZIENDA,Place,,BRIDGEMAN DOWNS
899,AZURE,Place,,BELLBOWRIE
900,AZZURE,Street,,EIGHT MILE PLAINS
901,BAARING,Drive,,KARANA DOWNS
902,BABARRA,Street,,STAFFORD
903,BABBIDGE,Street,,COOPERS PLAINS
904,BABINDA,Street,,KEPERRA
905,BABYLON,Place,,FOREST LAKE
906,BACALL,Place,,STAFFORD HEIGHTS
907,BACCATA,Place,,FOREST LAKE
908,BACCHUS,Street,,ROBERTSON
909,BACHMANN,Street,,CHERMSIDE WEST
910,BACKFORD,Street,,CHERMSIDE WEST
911,BACKHOUSE,Street,,KEDRON
912,BACKHOUSIA,Crescent,,SINNAMON PARK
913,BACTON,Road,,CHANDLER
914,BADEN POWELL,Street,,EVERTON PARK
915,BADET,Street,,BRIGHTON
916,BADGE,Street,,JAMBOREE HEIGHTS
917,BADGER,Street,,NEWMARKET
918,BADMINTON,Court,,FOREST LAKE
919,BADMINTON,Street,,MOUNT GRAVATT EAST
920,BAFFIN,Street,,UPPER MOUNT GRAVATT
921,BAGE,Street,,NUNDAH
922,BAGLEY,Street,,BANYO
923,BAGNALL,Street,,ELLEN GROVE
924,BAGOT,Street,,WAVELL HEIGHTS
925,BAGUETTE,Street,,CARINA
926,BAIKAL,Place,,WESTLAKE
927,BAILDON,Street,,KANGAROO POINT
928,BAILEY,Avenue,,TARRAGINDI
929,BAILEY,Street,,NEW FARM
930,BAILEY,Street,,WAKERLEY
931,BAILEY,Street,,WEST END
932,BAILEYS,Road,,ASHGROVE
933,BAINBRIDGE,Drive,,PULLENVALE
934,BAINES,Street,,KANGAROO POINT
935,BAIRD,Street,,WINDSOR
936,BAJIMBA,Street,,MANLY WEST
937,BAKEERANG,Street,,KOORINGAL
938,BAKER'S HILL,Place,,ANSTEAD
939,BAKER,Street,,TENERIFFE
940,BAKEWELL,Street,,MOUNT GRAVATT EAST
941,BAKEY,Lane,,ENOGGERA
942,BALA,Place,,CALAMVALE
943,BALACLAVA,Street,,WOOLLOONGABBA
944,BALAL,Street,,STAFFORD
945,BALALA,Close,,FOREST LAKE
946,BALAMARA,Street,,MANSFIELD
947,BALANDA,Street,,JINDALEE
948,BALATON,Street,,RIVERHILLS
949,BALATON,Street,,WESTLAKE
950,BALCARA,Avenue,,CARSELDINE
951,BALCHA,Street,,HOLLAND PARK
952,BALD HILLS,Road,,BALD HILLS
953,BALD HILLS-BURPENGARY,Road,,BALD HILLS
954,BALDERSTONE,Street,,CORINDA
955,BALDOCK,Street,,MOOROOKA
956,BALDRED,Court,,CARINDALE
957,BALDRY,Street,,BRIGHTON
958,BALDWIN,Street,,ASCOT
959,BALDWIN,Street,,BULIMBA
960,BALE,Street,,ALBION
961,BALE,Street,,ASCOT
962,BALE,Street,,ROCKLEA
963,BALERANG,Street,,STAFFORD
964,BALFOUR,Street,,DARRA
965,BALFOUR,Street,,NEW FARM
966,BALGOWAN,Street,,RICHLANDS
967,BALGOWLAH,Street,,WAKERLEY
968,BALGOWNIE,Crescent,,PARKINSON
969,BALHAM,Road,,ARCHERFIELD
970,BALHAM,Road,,ROCKLEA
971,BALI,Place,,BRACKEN RIDGE
972,BALIS,Street,,HOLLAND PARK WEST
973,BALLANDEAN,Close,,FOREST LAKE
974,BALLANDEAN,Street,,MURARRIE
975,BALLANTINE,Street,,CHERMSIDE
976,BALLANTRAE,Lane,,SHORNCLIFFE
977,BALLARA,Lane,,TOOWONG
978,BALLARAT,Street,,MOUNT GRAVATT EAST
979,BALLARD,Place,,FIG TREE POCKET
980,BALLARD,Place,,WESTLAKE
981,BALLATER,Street,,SUNNYBANK HILLS
982,BALLINA,Street,,KELVIN GROVE
983,BALLINDERRY,Street,,EVERTON PARK
984,BALLINGER,Street,,CHERMSIDE WEST
985,BALLOCH,Street,,WISHART
986,BALLOW,Street,,FORTITUDE VALLEY
987,BALLY,Street,,KELVIN GROVE
988,BALLYBRITT,Street,,THE GAP
989,BALLYLIN,Street,,FERNY GROVE
990,BALLYMORE,Street,,KELVIN GROVE
991,BALLYMOTE,Street,,BRACKEN RIDGE
992,BALLYNDE,Street,,BRACKEN RIDGE
993,BALMAIN,Street,,CLAYFIELD
994,BALMAIN,Street,,HEATHWOOD
995,BALMAIN,Street,,WOOLOOWIN
996,BALMAIN,Terrace,,PADDINGTON
997,BALMAIN,Terrace,,RED HILL
998,BALMERINO,Drive,,CARINA
999,BALMORAL,Place,,FOREST LAKE
1000,BALMORAL,Street,,CARINDALE
1001,BALMORAL,Street,,HAWTHORNE
1002,BALMORAL,Street,,KURABY
1003,BALMORAL,Street,,NORMAN PARK
1004,BALMORAL,Terrace,,EAST BRISBANE
1005,BALMORE,Street,,INDOOROOPILLY
1006,BALNAVE,Street,,WYNNUM WEST
1007,BALNAVES,Place,,MITCHELTON
1008,BALONNE,Avenue,,SINNAMON PARK
1009,BALONNE,Street,,RUNCORN
1010,BALOO,Street,,HOLLAND PARK WEST
1011,BALOWRIE,Street,,HAMILTON
1012,BALROTHERY,Street,,BRACKEN RIDGE
1013,BALSA,Street,,INALA
1014,BALTIC,Street,,GRANGE
1015,BALTRAY,Place,,FERNY GROVE
1016,BALVENIE,Street,,KEPERRA
1017,BAMBARA,Street,,ZILLMERE
1018,BAMBER,Street,,CHERMSIDE WEST
1019,BAMBOO,Street,,INALA
1020,BAMBRA,Street,,MIDDLE PARK
1021,BAMBROOK,Street,,TAIGUM
1022,BAMBURGH,Street,,CARINDALE
1023,BAMFORD,Street,,SANDGATE
1024,BAMPI,Street,,DURACK
1025,BAMPTON,Place,,TINGALPA
1026,BANAGHER,Street,,BRACKEN RIDGE
1027,BANBRIDGE,Street,,KELVIN GROVE
1028,BANBURY,Street,,CARINA
1029,BANCHORY,Court,,CARINDALE
1030,BANCROFT,Road,,BRISBANE AIRPORT
1031,BANCROFT,Road,,PINKENBA
1032,BANCROFT,Street,,KELVIN GROVE
1033,BANDA,Street,,NUNDAH
1034,BANDARA,Street,,RICHLANDS
1035,BANDARA,Street,,WACOL
1036,BANDICOOT,Crescent,,DOOLANDELLA
1037,BANEK,Place,,EVERTON PARK
1038,BANFIELD,Street,,CHERMSIDE
1039,BANGALEE,Street,,JINDALEE
1040,BANGALLA,Street,,AUCHENFLOWER
1041,BANGALORE,Street,,CARSELDINE
1042,BANGALOW,Street,,ALGESTER
1043,BANGALOW,Street,,ASPLEY
1044,BANGALOW,Street,,BRIDGEMAN DOWNS
1045,BANGOR,Street,,ARCHERFIELD
1046,BANIKA,Street,,MANSFIELD
1047,BANIM,Street,,ASPLEY
1048,BANK,Lane,,WOOLLOONGABBA
1049,BANK,Road,,GRACEVILLE
1050,BANK,Street,,WEST END
1051,BANK,Street,,WINDSOR
1052,BANK,Terrace,,PADDINGTON
1053,BANKHEAD,Crescent,,STAFFORD HEIGHTS
1054,BANKS,Crescent,,WYNNUM WEST
1055,BANKS,Street,,ALDERLEY
1056,BANKS,Street,,ASHGROVE
1057,BANKS,Street,,ENOGGERA
1058,BANKS,Street,,NEWMARKET
1059,BANKSIA,Avenue,,ASHGROVE
1060,BANKSIA,Circuit,,FOREST LAKE
1061,BANKSIA,Court,,CALAMVALE
1062,BANKSIA,Drive,,MOUNT CROSBY
1063,BANKSIA,Place,,BRIDGEMAN DOWNS
1064,BANKSIA,Place,,MOUNT GRAVATT EAST
1065,BANKSIA,Street,,BOONDALL
1066,BANKSIA,Street,,BULWER
1067,BANKSIDE,Street,,NATHAN
1068,BANLON,Street,,ASPLEY
1069,BANN,Street,,STAFFORD HEIGHTS
1070,BANNERMAN,Street,,OXLEY
1071,BANNING,Street,,WISHART
1072,BANNISTER,Place,,FOREST LAKE
1073,BANNOCKBURN,Crescent,,PARKINSON
1074,BANOOL,Street,,ASHGROVE
1075,BANOON,Drive,,WYNNUM
1076,BANTING,Street,,ROCKLEA
1077,BANTRY,Place,,FERNY GROVE
1078,BANWELL,Crescent,,CARINDALE
1079,BANYA,Street,,BULIMBA
1080,BANYAN,Place,,ZILLMERE
1081,BANYAN,Street,,BELLBOWRIE
1082,BANYAN,Street,,ELLEN GROVE
1083,BAPAUME,Road,,HOLLAND PARK WEST
1084,BAPAUME,Road,,MOUNT GRAVATT
1085,BAPAUME,Road,,TARRAGINDI
1086,BARADA,Street,,BELMONT
1087,BARADINE,Street,,NEWMARKET
1088,BARAGOOLA,Street,,COORPAROO
1089,BARBARA,Court,,MOGGILL
1090,BARBARA,Street,,MANLY WEST
1091,BARBECUE,Street,,BELMONT
1092,BARBEL,Close,,WESTLAKE
1093,BARBER,Street,,KEPERRA
1094,BARBERRY,Street,,INALA
1095,BARBIGAL,Street,,STAFFORD
1096,BARBIGAL,Street,,STAFFORD HEIGHTS
1097,BARBOUR,Road,,BRACKEN RIDGE
1098,BARCELONA,Street,,WISHART
1099,BARCHAM,Road,,HAMILTON
1100,BARCHESTER,Street,,SHERWOOD
1101,BARCLAY,Street,,DEAGON
1102,BARCLAY,Street,,SANDGATE
1103,BARCOO,Crescent,,SINNAMON PARK
1104,BARCOO,Street,,RUNCORN
1105,BARCOORAH,Street,,WESTLAKE
1106,BARCROFT,Court,,ASPLEY
1107,BARD,Street,,BOONDALL
1108,BARDOLPH,Place,,SUNNYBANK HILLS
1109,BARDON,Esplanade,,BARDON
1110,BARDOT,Street,,MCDOWALL
1111,BARDSLEY,Avenue,,GREENSLOPES
1112,BAREE,Street,,KENMORE
1113,BAREENA,Street,,JINDALEE
1114,BARELLAN,Street,,STAFFORD
1115,BARFOOT,Street,,BRACKEN RIDGE
1116,BARFORD,Street,,MOOROOKA
1117,BARHAM,Street,,COOPERS PLAINS
1118,BARILLA,Court,,BALD HILLS
1119,BARINA,Street,,CANNON HILL
1120,BARINGA,Street,,MORNINGSIDE
1121,BARKALA,Street,,THE GAP
1122,BARKER,Street,,EAST BRISBANE
1123,BARKER,Street,,NEW FARM
1124,BARKER,Street,,WAVELL HEIGHTS
1125,BARKLEY,Street,,TARRAGINDI
1126,BARKLYA,Crescent,,SINNAMON PARK
1127,BARKOOLA,Street,,UPPER MOUNT GRAVATT
1128,BARKU,Court,,HEMMANT
1129,BARLEE,Place,,ASPLEY
1130,BARLOW,Street,,ASCOT
1131,BARLOW,Street,,CLAYFIELD
1132,BARMORE,Street,,TARRAGINDI
1133,BARNARD,Street,,CARINDALE
1134,BARNEHURST,Street,,TARRAGINDI
1135,BARNES,Avenue,,COORPAROO
1136,BARNES,Court,,MOUNT CROSBY
1137,BARNETT,Road,,BARDON
1138,BARNEY,Street,,SUNNYBANK HILLS
1139,BARNHAM,Street,,WYNNUM
1140,BARNSDALE,Place,,GREENSLOPES
1141,BARNSLEY,Street,,WEST END
1142,BARNSTOS,Place,,CARINDALE
1143,BARODA,Street,,COOPERS PLAINS
1144,BAROKEE,Street,,STAFFORD
1145,BAROKEE,Street,,STAFFORD HEIGHTS
1146,BARON,Street,,GREENSLOPES
1147,BARONET,Place,,PALLARA
1148,BARONGA,Street,,MIDDLE PARK
1149,BARONGA,Street,,WESTLAKE
1150,BARONNET,Street,,BRACKEN RIDGE
1151,BARONSFIELD,Street,,GRACEVILLE
1152,BAROONA,Road,,MILTON
1153,BAROONA,Road,,PADDINGTON
1154,BAROSSA,Place,,CALAMVALE
1155,BAROSSA,Street,,CARSELDINE
1156,BARR,Court,,HEMMANT
1157,BARR,Street,,TARRAGINDI
1158,BARRABOOKA,Drive,,THE GAP
1159,BARRABUI,Street,,BRACKEN RIDGE
1160,BARRACK,Road,,CANNON HILL
1161,BARRACK,Road,,MURARRIE
1162,BARRACKS,Road,,WACOL
1163,BARRADINE,Street,,GREENSLOPES
1164,BARRALLIER,Place,,DREWVALE
1165,BARRAMAY,Street,,MANLY WEST
1166,BARRAMUL,Street,,BULIMBA
1167,BARRAMUNDI,Street,,MANLY WEST
1168,BARRETT,Place,,EVERTON PARK
1169,BARRETT,Street,,BRACKEN RIDGE
1170,BARRETT,Street,,DEAGON
1171,BARRETT,Street,,ROBERTSON
1172,BARRHEAD,Street,,WAVELL HEIGHTS
1173,BARRIER,Place,,FOREST LAKE
1174,BARRINE,Close,,WESTLAKE
1175,BARRINE,Place,,PARKINSON
1176,BARRINGTON,Crescent,,WAKERLEY
1177,BARRINGTON,Place,,PARKINSON
1178,BARRINGTON,Street,,BANYO
1179,BARRINIA,Street,,MANLY
1180,BARRISDALE,Street,,HEATHWOOD
1181,BARRON,Street,,GORDON PARK
1182,BARRY,Parade,,FORTITUDE VALLEY
1183,BARRYGROVES,Court,,FIG TREE POCKET
1184,BARRYMORE,Street,,EVERTON PARK
1185,BART,Place,,CHAPEL HILL
1186,BARTELS,Street,,MOUNT GRAVATT
1187,BARTER,Avenue,,HOLLAND PARK
1188,BARTER,Avenue,,HOLLAND PARK WEST
1189,BARTHOLOMEW,Street,,ZILLMERE
1190,BARTLE FRERE,Crescent,,ALGESTER
1191,BARTLE FRERE,Street,,ASPLEY
1192,BARTLETT,Street,,MORNINGSIDE
1193,BARTLEY,Street,,ASCOT
1194,BARTLEY,Street,,CLAYFIELD
1195,BARTLEY,Street,,SPRING HILL
1196,BARTOK,Place,,MOUNT OMMANEY
1197,BARTOK,Street,,EVERTON PARK
1198,BARTON,Parade,,BALMORAL
1199,BARTON,Road,,BALMORAL
1200,BARTON,Road,,HAWTHORNE
1201,BARTON,Street,,AUCHENFLOWER
1202,BARTON,Street,,BARDON
1203,BARTON,Street,,EVERTON PARK
1204,BARTON,Street,,HAWTHORNE
1205,BARTON,Street,,HOLLAND PARK WEST
1206,BARTON,Street,,SANDGATE
1207,BARUP,Close,,MIDDLE PARK
1208,BARVAS,Street,,FERNY GROVE
1209,BARWIN,Street,,WAKERLEY
1210,BARWING,Street,,INALA
1211,BARWON,Court,,KURABY
1212,BARWON,Street,,MORNINGSIDE
1213,BARWOOD,Street,,NEWMARKET
1214,BASALT,Street,,GEEBUNG
1215,BASELLA,Street,,WAKERLEY
1216,BASIL,Street,,SALISBURY
1217,BASKERVILLE,Street,,BRIGHTON
1218,BASKERVILLE,Street,,SANDGATE
1219,BASKING,Street,,RUNCORN
1220,BASNETT,Street,,CHERMSIDE WEST
1221,BASS,Court,,DREWVALE
1222,BASS,Street,,PADDINGTON
1223,BASSANO,Street,,GEEBUNG
1224,BASSETT,Street,,HOLLAND PARK
1225,BASSETT,Street,,MOUNT GRAVATT EAST
1226,BASSEY,Street,,MCDOWALL
1227,BASSIN,Street,,PALLARA
1228,BASSWOOD,Street,,ALGESTER
1229,BATCHELOR,Place,,BANYO
1230,BATCHELOR,Street,,WINDSOR
1231,BATEMAN,Street,,GEEBUNG
1232,BATES,Court,,EAST BRISBANE
1233,BATES,Lane,,TOOWONG
1234,BATFORD,Street,,SUNNYBANK
1235,BATH,Street,,COORPAROO
1236,BATHGATE,Street,,SPRING HILL
1237,BATHURST,Street,,RED HILL
1238,BATMAN,Street,,CLAYFIELD
1239,BATTEN,Street,,KEDRON
1240,BATTERSBY,Street,,ZILLMERE
1241,BATTERSEA,Close,,FOREST LAKE
1242,BATTUNGA,Street,,WISHART
1243,BATURA,Street,,PALLARA
1244,BATY,Street,,ST LUCIA
1245,BAUHINIA,Avenue,,ENOGGERA
1246,BAUHINIA,Close,,EIGHT MILE PLAINS
1247,BAUHINIA,Place,,KENMORE
1248,BAUPLE,Close,,UPPER KEDRON
1249,BAXTER,Crescent,,FOREST LAKE
1250,BAXTER,Street,,FORTITUDE VALLEY
1251,BAY,Street,,KEDRON
1252,BAY,Terrace,,WYNNUM
1253,BAYBREEZE,Street,,MANLY WEST
1254,BAYCHESTER,Place,,WAKERLEY
1255,BAYFORD,Street,,OXLEY
1256,BAYLISS,Street,,AUCHENFLOWER
1257,BAYLISS,Street,,TOOWONG
1258,BAYNES,Street,,CARINDALE
1259,BAYNES,Street,,HIGHGATE HILL
1260,BAYSWATER,Close,,SUNNYBANK HILLS
1261,BAYSWATER,Street,,AUCHENFLOWER
1262,BAYSWATER,Street,,MILTON
1263,BAYSWATER,Street,,PADDINGTON
1264,BAYVIEW,Road,,BRIGHTON
1265,BAYVIEW,Street,,KEDRON
1266,BAYVIEW,Street,,STAFFORD HEIGHTS
1267,BAYVIEW,Terrace,,CLAYFIELD
1268,BAYVIEW,Terrace,,GEEBUNG
1269,BAYVIEW,Terrace,,WAVELL HEIGHTS
1270,BAZILLE,Place,,FOREST LAKE
1271,BEACONSFIELD,Street,,HIGHGATE HILL
1272,BEACONSFIELD,Terrace,,BRIGHTON
1273,BEACONSFIELD,Terrace,,GORDON PARK
1274,BEAGLE,Street,,FITZGIBBON
1275,BEAK,Street,,NORMAN PARK
1276,BEAMONT,Place,,FOREST LAKE
1277,BEAMS,Road,,BOONDALL
1278,BEAMS,Road,,BRIDGEMAN DOWNS
1279,BEAMS,Road,,CARSELDINE
1280,BEAMS,Road,,FITZGIBBON
1281,BEAMS,Road,,TAIGUM
1282,BEAMS,Road,,ZILLMERE
1283,BEANGA,Street,,GREENSLOPES
